word	frequency	WiyotEquivalents
grasp<emp>.	1	['kha<h>n.']
come.together	1	['bagor']
grab[3sbj]	1	['khahn']
grab<emp>[3sbj].	1	['kha<h>n.']
buckskin	1	['híkw,']
teepee.	1	['bur.']
hang.up.in.container	1	['lokwsónil']
on.edge.	1	['łiwèl.']
teepee	1	['bur,']
be.pulled.down[3sbj.pass].	1	['lułakókwhł.']
across.	1	['kimì.']
each.divide	1	['bígitol']
take.up	1	['núlał']
way.down	1	['wótawu']
gate.	1	['kìt.']
golden	1	['kultan']
san.francisco	1	['san.francisco,']
shark[poss]	1	['wethudóyotk']
kidnap	1	['wétawal']
1SG.	1	['yìl.']
talk.about.3obj[1sbj]	1	['tóhl,']
say[3sbj.indf]	1	['líl,']
3SBJ.INDF[PASS].	1	['uyh.']
carry.meat.back.to.camp	1	['ócw']
darken<nmlz>	1	['khúno<h>n,']
cloud	1	['laptóhw,']
be.visible[3sbj.def]	1	['šíkakw,']
beat[3obj]	1	['lok']
catch<nmlz>.	1	['kha<h>n.']
play<th.pass>[3sbj.pass]	1	['dori<h>d']
be.so.deep.in.measure	1	['kosbúkhig']
touch.bottom	1	['pukatkalaw']
shark.	1	['wéthudóyotk.']
witness	1	['wošókw']
go.up[3sbj]	1	['let']
STV<NMLZ>3SBJ	1	['a<h>n,']
creature	1	['kuhwíl,']
)go.up	1	[')yét']
tell.lie	1	['šbípur']
be.inside[3sbj.def].	1	['tólog.']
pond	1	['badočíh,']
catch<emp>[3sbj].	1	['kha<h>n.']
drown[3sbj.pass]	1	['botali,']
grasp<3sbj.pass>.	1	['ka<h>n.']
all.go	1	['yohrawoyów']
lie.along.there	1	['yutithónalihs']
male.be.married	1	['ápel']
tail[nmlz]	1	['ahrag.']
be<th.stv.3sbj>long.	1	['ło<h>w.']
TH.STV.3SBJ	1	['h,']
tie.together	1	['yaphal']
tie.up.3obj	1	['daphal']
cl.ribbon.like	1	['un']
completely	1	['šop']
stretch[3sbj].	1	['tkohw.']
with.teeth.3obj	1	['ap']
bite.3obj	1	['khanóph']
ground	1	['latkákh']
3OBJ[3SBJ]?	1	['om.']
1OBJ[2SBJ].	1	['wehl.']
be.blind[1sbj].	1	['tagad.']
do.to[1sbj]	1	['lók']
put.on.top	1	['wosánab']
spear[3sbj].	1	['tatwog.']
be.so.many.in	1	['hlab']
look[2sbj.imp].	1	['tówełor.']
set.down	1	['tat']
TH<TH.STV.3SBJ>STV.	1	['o<h>w.']
stop.for.person	1	['watwét']
basketry.tub.	1	['putìł.']
buckskin.headband	1	['škhétehn']
warts	1	['mopt']
barnacles	1	['dógat']
think.over	1	['dawat']
travel<3sbj>.	1	['to<h>l.']
build.fire[impl].	1	['tùł.']
small.foot.	1	['košbériłił.']
dwell[3sbj.def]	1	['tókw,']
grab<nmlz.p>	1	['kha<h>n']
DEM.DIST.	1	['kùd.']
be.muddy	1	['tukaš']
be.muddy[3sbj.stv]	1	['tukał,']
stream<empty>	1	['patóh<ya>w']
upstream	1	['čóč']
human	1	['kuhwíl,']
smoke.meat	1	['lasúlaw']
come.down	1	['ragáckad']
call	1	['ad']
strip.tree	1	['dagáckad']
human.	1	['kuhwìl.']
little.people	1	['čokahgonawíwił,']
pull.over	1	['kálab']
how.about	1	['šawo']
wonder.about.3obj	1	['šawád']
swim[impl]	1	['oyúl,']
2SBJ<TH.SBJV>SBJV?	1	['a<h>m.']
look.at[2sbj.imp].	1	['tówełor.']
cl.do.with.head	1	['kós']
be.difficult	1	['šbatwóm']
once.more	1	['kuce']
now….	1	['wakìł….']
around.next.point	1	['kowiwohnátkak,']
2SBJ<NMLZ.P>SBJV?	1	['a<h>m.']
look.at[3sbj.def]	1	['tówihłor,']
pay.attention	1	['dáparuk']
look.at[imp].	1	['tówihłor.']
come.to	1	['lúw']
feel.good	1	['dakwów']
transfix[3sbj.pass]	1	['bótuł,']
strike.dumb.pass	1	['bócokw']
3OBJ<NMLZ.P>[1SBJ]?	1	['i<h>m.']
little.bit	1	['búy']
TH<EMP>REFL	1	['e<ya>w']
be.fortunate[nmlz]	1	['dákwil']
be.wet[3sbj.stv].	1	['tulì.']
whale[place].	1	['khímak.']
wildwood	1	['wildwood,']
tell.story.about.3obj[1sbj]….	1	['boyagahrabíyutw….']
after.that.	1	['čbíwon.']
be.fortunate[nmlz].	1	['nakw.']
around.point	1	['wohnatk']
transform.pass	1	['rawákw']
footprint	1	['wélił,']
yurok.indians.	1	['hiktók.']
3SBJ<TH.STV>STV.	1	['a<h>n.']
be.low.tide	1	['tóg']
low.tide	1	['tógahn']
point.of.land.	1	['łakagarì.']
days	1	['ók']
so.many	1	['lab']
be.light.	1	['dawałor.']
be.so.many.ways	1	['halábik']
be.in<th.stv>eyes	1	['walí<h>n']
DIM[3SBJ.INDF]	1	['oč,']
spit	1	['páłukad']
cl.head	1	['kos']
be.predominant	1	['thónith']
be.on<th.stv>eyes	1	['walí<h>n']
hair[3sbj]	1	['apł,']
see[3sbj]	1	['wáł']
face.so	1	['adagadoy']
toward.wall	1	['tini']
have<th.stv>vision[3sbj].	1	['lało<h>l.']
be.careful.about	1	['búcok']
come.to.pubescence	1	['karočbiw']
want.3obj[1sbj].	1	['lohnabol.']
speak.to.in.kinship.terms	1	['nokhot']
leak[3sbj.stv].	1	['luhlí.']
the.way.it.is.	1	['čuyók.']
entirely	1	['dawaga']
die[3sbj.def].	1	['khówadakw.']
frog,	1	['cełuhnigáhra,']
get.up[3sbj].	1	['łel.']
pity	1	['metw']
evaporate	1	['macaw']
TH<N.IND>SBJV	1	['i<h>y']
cry.in.loud.way	1	['tekwhł']
frog.	1	['cełuhnigáhra.']
witness.by.hearing[1sbj].	1	['šopadúk.']
happen[3sbj.def].	1	['dakw.']
drip<impl>	1	['cé<h>l,']
mother.	1	['kó.']
person.	1	['kuwil.']
say.so	1	['l']
be.in.a<stv>bunch	1	['thónu<h>w']
quail	1	['totíškikwokił,']
pick.3obj	1	['lópł']
quiver	1	['kawodówol']
be.hairless	1	['sásaw']
TH.STV[3SBJ].	1	['ohw.']
fruit,	1	['hóphoy,']
fire.sub	1	['bas']
feed[3sbj].	1	['tuł.']
eel	1	['kútaw,']
CAUS[3SBJ.DEF]	1	['ot']
sound.so	1	['donáhl']
sound.different	1	['yiktohnót']
begin.to.come.in	1	['kikátol']
slug	1	['čúmošk']
go<impl>[3sbj]	1	['éto<h>r,']
hunt[3sbj]	1	['lúł']
happen[3sbj]?	1	['dákwhe.']
hang[3sbj.pass].	1	['lokwł.']
be.bare.on.teeth	1	['sisbúnokohł']
put[1sbj]	1	['tú,']
lie.down[1sbj].	1	['tékwhłił.']
take.from	1	['tónim']
N2.NEG	1	['kalok']
put.up[3sbj.def]	1	['túł']
in.body	1	['éhlab']
(tie	1	['(haph']
cl.small.round[nmlz]).	1	['áčhk).']
put.up[3sbj]	1	['túł,']
gamble<impl>	1	['pši<h>r,']
sucker.fish	1	['čarógočk,']
be.fond	1	['picil']
raccoon,	1	['čbełigáčočih,']
push.so.pass	1	['dokwłoy']
sideways	1	['šow']
trample.pass	1	['dawátw']
finish	1	['kít']
be.fresh	1	['sim']
take.out<nmlz.p>	1	['łé<h>n,']
whichever	1	['téłkóweł']
all.go.off[3sbj].	1	['wétod.']
be.awake[1sbj.stv]	1	['bihšokw']
be.asleep	1	['bicad']
STV[1SBJ]	1	['íl']
tomorrow	1	['tarawałórih,']
1SBJ.STV.SBJV?	1	['ok?']
STV<N.IND>	1	['í<h>l']
be.in.pieces	1	['kós']
have.sores	1	['papúčkakwad']
meat.	1	['čečóč.']
fish.net	1	['mópahlił,']
be.married[3sbj.stv].	1	['wisapalí.']
lie<3sbj.stv>down.	1	['tikwhłi<h>m.']
trample	1	['wówót']
swallow	1	['łáph']
put.in.3obj	1	['tólos']
let.on	1	['kucat']
see.so	1	['dół']
get<n.ind>up	1	['dołá<h>l']
look.at[3sbj.pass].	1	['tówiłor.']
2<N.IND>OBJ	1	['u<h>s']
entertain	1	['gád']
round.object	1	['átk']
by.falling	1	['ól']
fall.down.dim	1	['cikwackar']
cl.body[nmlz]	1	['at']
fall.down.dim<n.ind>[imp]!	1	['cikwackarú<h>!']
cook<stv>[3sbj].	1	['puh.']
start.to.go.in	1	['gékatól']
have.flat.horns	1	['tekwiwíł']
go<neg>.	1	['áto<h>l.']
starve[1sbj].	1	['bótog.']
take.down.house	1	['bígíl']
outdoors.	1	['katkółal.']
yowl	1	['cawes']
noon	1	['šopóyakw']
have.to.eat	1	['aláwalołakh']
starve[1sbj]!	1	['bótog!']
NMLZ.P!	1	['ih!']
INST.	1	['ał.']
lift	1	['nótul']
AFF,	1	['kitko,']
join.in	1	['dórukhaboth']
build.fire[3sbj]	1	['yákw']
prairie	1	['bómel']
come.with	1	['l']
dwell<n.ind>at	1	['tó<h>l']
STV[1SBJ].	1	['owal.']
come<n.ind>so	1	['nú<h>w']
sheldrake	1	['holátkánawił']
unshelled.acorn	1	['mut']
PASS	1	['og']
be.wet[3sbj.def]	1	['tulí,']
by.water[3sbj.def]	1	['uthad,']
by.water[3sbj.def].	1	['uthad.']
be.inside[3sbj.def]	1	['tólog,']
3OBJ[3SBJ.DEF].	1	['im.']
sit.dim[3sbj].	1	['čiwad.']
mention	1	['hóg']
tan.oak	1	['tuł']
cl.tree.	1	['áłot.']
cottontail.rabbit.	1	['tákwt.']
thunder.	1	['tokúk.']
name[3sbj]	1	['wáhn,']
earthquake	1	['kuwéleh']
be.born[3sbj.pass].	1	['kokw.']
along.behind	1	['dičag']
listen[1sbj]	1	['šóparuk,']
go[1sbj]?	1	['átol?']
infant	1	['hičó,']
go<n.ind>	1	['lá<h>g']
leak[3sbj.stv]	1	['luhlí,']
pull.out.hair	1	['łagól']
be.visible[3sbj.stv]	1	['šíkakw']
narrate[1sbj].	1	['lágadahl.']
put.in.hair	1	['tótúw']
3SBJ<TH.PASS>PASS(UNK).	1	['a<h>n(tok).']
2PL	1	['khi']
one.bit	1	['nakucbí']
entrance	1	['walúlahn']
go<impl>.	1	['áto<h>l.']
become.rich	1	['wikókhig']
say.to.3obj	1	['yíl']
2SBJ.PL	1	['ilót']
kitko.	1	['aff.']
lóhnal	1	['sing[1sbj]']
2PL.	1	['wowhw.']
TH.STV.N3[1SBJ.PASS].	1	['il.']
TH<NEG>STV	1	['á<h>w']
people[impl].	1	['wadòk.']
son.of.sister.of.mother	1	['kówh']
sink.in	1	['katawéł']
start.from	1	['łag']
do[3sbj]	1	['ahr']
stretch.out.pass	1	['tkúnot']
in.the.mountains	1	['dolítkak,']
2SBJ.PASS	1	['élot']
draw.in	1	['l']
run<nmlz.p>.	1	['łikha<h>l.']
footrace	1	['sba']
ADVS!	1	['ał!']
run<nmlz.p>	1	['lałikha<h>l,']
be.something	1	['halab']
enough!	1	['kíłoh!']
medicine.	1	['hawégadak.']
go.about[1sbj]	1	['lol']
pitch.	1	['tákw.']
close.up	1	['bagor']
drop[3sbj].	1	['hitótwał.']
in.the.middle	1	['šopél,']
in.spring	1	['tokátkotágadak']
land<impl>	1	['thało<h>l,']
jump<impl>across.	1	['takto<h>l.']
do.with.head[3sbj]	1	['kós']
sleep[1sbj]	1	['nítw,']
TH.STV.N3[1SBJ]	1	['íl,']
schoot	1	['soból']
[tell]3obj	1	['thám']
raven	1	['dónotwulúyuket']
HORT?	1	['it?']
speak.so	1	['hohnal']
3SOBJ[1SBJ].	1	['um.']
3OBJ[NEG]	1	['uhm,']
bark	1	['kówelaw']
carry.in.mouth	1	['gadútw']
go.around[3sbj].	1	['lól.']
dig.up.3obj	1	['bówokw']
indian.potato	1	['putarúš,']
be.hungry	1	['bół']
by.night.	1	['dacawalúh.']
dwell.at[1sbj]	1	['tó,']
3SBJ.3DEF	1	['ił,']
NEG[2SBJ]	1	['ag']
build.dam.around	1	['woyithónalis']
pond.	1	['tolatówik.']
see[2sbj]	1	['woł']
SBJ.STV.	1	['ad.']
DIM[NMLZ]	1	['ack,']
fish.	1	['bíwih.']
travel.about	1	['lol']
quiver.	1	['ragáłih.']
bring.3obj	1	['hutw']
lead.along	1	['lóphat']
